id,cpf,nome,valor,vencimento,pago
B708620294894474,139.026.758-02,Vinicius Borges,455.18,2026-06-07,True
B871959518211972,846.327.015-80,Sabrina Fogaça,379.45,2026-06-07,True
B669780354857705,067.435.892-92,Srta. Ana Beatriz Teixeira,623.55,2026-06-07,False
B727615175230009,893.456.721-09,Dra. Alana Rios,414.94,2026-06-07,True
B745575209174104,028.617.953-95,Noah Andrade,953.58,2026-06-07,False
B056273881128474,821.739.465-28,Pietro Sousa,757.74,2026-06-07,True
B119619193349604,071.346.985-48,Liz da Paz,32.98,2026-06-07,False
B385300753829203,753.168.042-44,Oliver Correia,346.22,2026-06-07,False
B541645363798499,175.940.628-76,Maria Julia Fogaça,495.77,2026-06-07,False
B722963381743390,706.598.243-29,Marcos Vinicius Teixeira,548.0,2026-06-07,True
B548511047024428,014.372.895-41,Sr. Joaquim Cunha,527.92,2026-06-07,False
B473189540189660,145.738.069-20,Ana Lívia Novaes,726.5,2026-06-07,True
B912513660360055,902.854.376-74,Davi Miguel Albuquerque,772.86,2026-06-07,True
B823382282589188,762.834.195-00,Ana Cecília Abreu,974.76,2026-06-07,False
B474735738063508,314.876.590-75,Joaquim Cassiano,683.83,2026-06-07,False
B687223572026723,128.964.370-96,Cecília Silva,18.01,2026-06-07,True
B856409478603474,750.864.213-90,Léo Borges,511.41,2026-06-07,True
B541839446577631,145.879.023-14,Maria Alice Macedo,906.19,2026-06-07,True
B265579992903491,327.581.406-08,Vitor Nogueira,596.97,2026-06-07,True
B186458401695115,046.813.729-78,Bárbara Silveira,585.81,2026-06-07,False
B883725190959977,092.581.634-51,Julia Sales,21.16,2026-06-07,True
B158615569343065,830.254.617-80,Igor Souza,493.38,2026-06-07,True
B552409914939123,926.843.751-19,Srta. Helena Marques,37.94,2026-06-07,True
B433309248823690,386.509.217-95,Mariana Barbosa,931.13,2026-06-07,False
B012087529969392,510.697.832-77,Maria Luísa Freitas,29.38,2026-06-07,False
B060542849371159,673.428.095-00,Ana Laura da Rocha,392.73,2026-06-07,False
B835385028705870,159.827.403-14,Theo Porto,379.16,2026-06-07,True
B134174746334413,950.347.621-61,Erick Pimenta,887.49,2026-06-07,False
B891889073417848,158.634.092-15,Maria Cecília Moraes,29.09,2026-06-07,False
B271238284021059,659.728.031-86,Lucas Casa Grande,179.91,2026-06-07,False
B420273139351401,760.435.812-80,Fernando Farias,40.96,2026-06-07,True
B991145927560068,493.850.261-51,Maya Sá,664.36,2026-06-07,False
B310965027434462,182.739.054-97,Srta. Lunna Ramos,34.39,2026-06-07,False
B214245948682537,053.792.641-07,Dra. Sara Costa,437.39,2026-06-07,True
B252903796591302,438.917.605-66,Bruna Costa,71.61,2026-06-07,True
B120909407802865,043.786.291-78,Bruno da Conceição,781.24,2026-06-07,True
B614068911633765,259.813.674-82,Dra. Camila Aragão,503.9,2026-06-07,False
B737816428261275,506.813.924-60,Sr. Alexandre Alves,690.59,2026-06-07,True
B428438066516122,735.408.129-97,Antonella Peixoto,282.54,2026-06-07,True
B212964005692098,635.708.941-93,Dra. Ana Cirino,906.2,2026-06-07,False
B483517649069144,257.496.810-76,Bruno Souza,169.0,2026-06-07,False
B754929918210682,561.082.394-33,Srta. Ester da Conceição,940.63,2026-06-07,True
B449626881625610,581.739.046-93,Caroline Sá,547.41,2026-06-07,False
B630854834925878,879.653.402-83,Sr. Yago Leão,652.56,2026-06-07,True
B584057295429704,230.174.856-17,Alícia Sá,542.32,2026-06-07,False
B602888951761135,463.175.902-06,Esther Câmara,870.3,2026-06-07,True
B656430201358007,814.659.037-39,Dra. Ana Beatriz Souza,147.51,2026-06-07,True
B758366073150229,698.213.507-12,Dra. Ester Casa Grande,913.74,2026-06-07,True
B283828924405522,071.869.435-00,Hadassa da Mota,111.98,2026-06-07,False
B823270726140328,984.167.502-11,Joaquim Aparecida,824.81,2026-06-07,True
B032587174992557,329.156.780-30,Lorenzo Mendonça,99.09,2026-06-07,False
B803743571934902,689.213.750-40,Srta. Isabel Brito,590.83,2026-06-07,False
B188098467887461,921.430.578-14,Luiza da Rosa,13.54,2026-06-07,True
B796515892762970,461.832.079-69,Sr. Pedro Lucas Garcia,504.05,2026-06-07,True
B417615084561376,194.726.350-16,Thales Araújo,416.56,2026-06-07,False
B694644366843883,419.723.506-25,Maria Luiza Pinto,790.22,2026-06-07,True
B225733520287223,261.854.079-49,Cauê Fernandes,485.41,2026-06-07,False
B994579922106213,427.093.615-07,Luiz Otávio Nunes,522.73,2026-06-07,False
B739263939161676,439.085.627-83,Benicio Costela,633.49,2026-06-07,False
B234910602508305,309.584.216-33,Carolina Pacheco,902.64,2026-06-07,True
B945966748117008,517.849.602-76,Liz Cavalcanti,879.76,2026-06-07,False
B225631880088944,052.396.847-74,Luiza Albuquerque,643.26,2026-06-07,False
B784993963048299,576.028.149-67,André Moura,614.35,2026-06-07,True
B094648013370537,298.314.760-69,Stella Pires,922.63,2026-06-07,True
B360943719529385,527.396.810-03,Marina Silveira,839.46,2026-06-07,True
B658794005994734,627.983.054-38,Marcela Fernandes,941.32,2026-06-07,False
B686149022295400,923.487.150-23,Luísa Rodrigues,864.36,2026-06-07,False
B408036203277104,047.128.963-96,Maria Alice Sales,307.26,2026-06-07,False
B608500862370570,978.430.652-29,Yuri Lopes,762.28,2026-06-07,False
B814086168226487,732.056.981-77,Bento Martins,269.47,2026-06-07,True
B561529733572487,254.198.673-46,Vitor Sá,548.63,2026-06-07,True
B998540396440944,361.459.708-39,Felipe Castro,802.48,2026-06-07,True
B745053234996300,463.975.280-65,Joana Sá,364.2,2026-06-07,True
B344185539568421,857.061.934-01,Stephany da Cruz,447.62,2026-06-07,True
B978117764721334,489.365.270-29,Dr. Isaac Cirino,694.43,2026-06-07,False
B246568923613045,458.190.762-49,Ana Laura Nascimento,508.62,2026-06-07,False
B138907880668568,619.457.082-20,Ana Laura Pacheco,302.55,2026-06-07,False
B344999338048300,164.859.370-48,Davi Jesus,82.95,2026-06-07,False
B451566720825617,725.803.491-97,Ana Luiza Souza,794.5,2026-06-07,True
B878458048671869,657.038.294-29,Mathias Guerra,789.21,2026-06-07,True
B567342103366348,620.457.938-00,Francisco Albuquerque,131.15,2026-06-07,False
B079572439953354,512.630.947-16,Samuel das Neves,409.15,2026-06-07,True
B949179073704984,938.625.710-68,Rael Carvalho,456.39,2026-06-07,False
B072974518720533,381.964.057-66,Maitê Macedo,40.95,2026-06-07,True
B818177563054890,920.745.618-49,Cauã Sampaio,651.27,2026-06-07,True
B731768217884722,850.632.749-00,Raquel das Neves,38.77,2026-06-07,True
B454735556827791,214.039.865-33,José Pedro Cunha,556.86,2026-06-07,True
B687569913893030,243.815.970-79,Sr. Antony Pinto,37.17,2026-06-07,True
B598423118989474,023.674.581-62,Emanuel Castro,11.07,2026-06-07,True
B193983450703519,179.620.845-02,Arthur Miguel Porto,776.61,2026-06-07,False
B172795477493810,089.375.164-20,Caroline Borges,270.93,2026-06-07,True
B318669569950308,032.497.156-70,Diogo Nunes,272.03,2026-06-07,True
B313478535180432,582.317.406-35,Breno Teixeira,605.41,2026-06-07,True
B421253367301541,045.879.326-47,Luigi Sampaio,454.95,2026-06-07,True
B034903189645995,491.837.265-19,Otto Silva,833.49,2026-06-07,False
B071226054582061,279.504.631-80,Sr. Benício Albuquerque,753.12,2026-06-07,True
B128676079019665,371.698.240-78,Diego Fonseca,289.92,2026-06-07,True
B526526651793952,184.932.675-46,Olívia Aragão,328.43,2026-06-07,False
B832136278889520,374.926.018-40,Eloah Cardoso,877.87,2026-06-07,True
B846912667584427,932.618.704-78,Dr. Lorenzo Azevedo,212.22,2026-06-07,False
B075403779390980,861.472.350-44,João Lucas Albuquerque,412.1,2026-06-07,False
B040843426389043,305.174.286-44,João Felipe da Rocha,676.67,2026-06-07,False
B640497993802975,035.217.698-95,Bárbara Cardoso,705.6,2026-06-07,False
B883831596878786,437.260.591-99,Antony Silva,517.76,2026-06-07,False
B796816144460438,346.578.901-66,Ayla da Paz,268.27,2026-06-07,True
B504324619529720,810.743.296-78,Rhavi Melo,763.9,2026-06-07,True
B808339013732203,804.526.319-98,José Miguel Martins,193.97,2026-06-07,False
B239028809310206,976.853.401-00,Matteo Moreira,392.86,2026-06-07,True
B706901268509098,041.239.875-32,Lívia Moura,457.22,2026-06-07,False
B379947916108431,835.074.612-26,Rebeca Garcia,146.09,2026-06-07,False
B526508377896789,815.367.209-68,Gustavo Martins,801.37,2026-06-07,True
B772439437587705,602.571.489-49,Dr. Gael Henrique Gonçalves,105.49,2026-06-07,True
B981845965230921,340.682.519-24,Luiz Gustavo da Cruz,925.37,2026-06-07,True
B213084244603257,451.280.679-20,Bryan Barros,267.7,2026-06-07,False
B260507424868361,574.681.302-80,Dra. Maria Flor Correia,758.9,2026-06-07,False
B021346696184001,729.510.683-95,Ana Laura Monteiro,891.54,2026-06-07,False
B957271450873103,524.097.163-34,Dr. Caleb Novaes,881.35,2026-06-07,True
B781436074026175,032.461.785-26,Melissa Silva,419.93,2026-06-07,True
B150205938074407,358.061.274-35,Dra. Mariane Cavalcante,918.51,2026-06-07,False
B042201059306323,981.473.602-31,Liz Lima,400.38,2026-06-07,True
B097182540992662,810.362.574-44,Oliver Moreira,200.29,2026-06-07,False
B143869494102581,401.357.268-08,Ágatha Albuquerque,715.71,2026-06-07,False
B238367353852033,107.349.582-50,Dr. Juan da Costa,441.36,2026-06-07,False
B489858546101100,832.705.619-03,Paulo Vieira,423.18,2026-06-07,True
B704231806279464,527.810.649-20,Maria Clara Sampaio,126.82,2026-06-07,True
B384976914297068,987.130.425-05,Dr. João Vitor Moreira,878.56,2026-06-07,True
B316930174884920,502.814.397-88,Fernando Freitas,657.07,2026-06-07,False
B834007149416425,392.716.845-91,Kaique Leão,121.15,2026-06-07,True
B696886875782743,019.624.758-67,Dr. Gabriel Monteiro,329.34,2026-06-07,True
B317409283835317,851.067.239-30,Dra. Alícia Mendonça,46.65,2026-06-07,True
B121458241902736,250.987.316-40,Juan Siqueira,756.37,2026-06-07,False
B413919602273798,735.610.842-90,Asafe Siqueira,991.04,2026-06-07,True
B707649934409903,674.310.592-99,Ravy Viana,47.52,2026-06-07,False
B649103561531762,127.964.503-25,Lorena Rezende,127.96,2026-06-07,False
B511158060596847,548.793.602-10,Bruno Sousa,736.53,2026-06-07,False
B546039008980678,718.594.630-10,Dr. Danilo Leão,94.92,2026-06-07,True
B265258088741352,490.132.675-99,Dr. Leonardo Macedo,508.23,2026-06-07,True
B477644635995402,241.769.385-28,Lucas Gabriel Vasconcelos,840.86,2026-06-07,True
B377864405927518,153.790.628-30,Sr. Gael Ferreira,162.36,2026-06-07,True
B782761597857259,143.056.298-60,Marcos Vinicius da Cruz,70.81,2026-06-07,True
B804110200911634,294.630.587-29,Stephany Freitas,958.94,2026-06-07,False
B981908091770152,320.859.476-38,Samuel Teixeira,56.27,2026-06-07,True
B613941592751087,190.547.836-48,Sra. Milena Monteiro,755.03,2026-06-07,True
B384982801784650,275.403.869-83,Esther Andrade,462.3,2026-06-07,True
B053672718900271,423.097.586-47,Ravy Alves,457.44,2026-06-07,False
B538621036028743,245.179.368-64,Stephany Casa Grande,571.93,2026-06-07,False
B879753705441754,178.345.906-93,Miguel Sousa,583.28,2026-06-07,False
B898711831838808,951.287.436-91,Sra. Laís Cirino,627.31,2026-06-07,False
B325282259521299,945.237.608-29,Eduarda das Neves,590.52,2026-06-07,True
B686074935943900,260.398.417-96,Benicio Ramos,404.95,2026-06-07,False
B014549993135188,864.719.302-40,Anna Liz Pacheco,165.34,2026-06-07,False
B714025287109045,053.194.678-93,Marcela Alves,734.88,2026-06-07,False
B141003093917704,623.081.957-03,Juan Nascimento,434.55,2026-06-07,False
B044817825558813,367.214.058-90,Ana Julia Ramos,570.08,2026-06-07,True
B713671229312422,503.748.291-79,Raquel da Cunha,385.18,2026-06-07,False
B450973398175035,028.593.467-83,Rafael da Rocha,460.0,2026-06-07,False
B587578602442390,952.461.703-06,Paulo Borges,144.12,2026-06-07,False
B854306860622202,310.968.245-15,Otto da Rosa,966.08,2026-06-07,True
B033820760124851,594.370.621-61,Mariane Pires,524.33,2026-06-07,False
B105733253564293,157.062.483-62,Maria Eduarda da Luz,309.36,2026-06-07,False
B930355309585328,914.756.083-57,Diego Jesus,476.85,2026-06-07,True
B842929468023571,812.605.439-51,Valentina Sousa,991.91,2026-06-07,False
B989988351203155,057.341.896-93,Davi Freitas,943.18,2026-06-07,True
B617407277030517,805.491.273-05,Murilo Pinto,651.57,2026-06-07,True
B563376133549879,673.958.104-57,Clarice Rios,545.64,2026-06-07,False
B501942971829169,730.914.658-10,João Felipe Mendonça,835.94,2026-06-07,False
B670828747772697,072.894.561-49,Nina da Cunha,946.9,2026-06-07,False
B870956431876832,526.917.483-91,Luara das Neves,383.41,2026-06-07,False
B364273121545766,872.563.041-53,Dr. Davi Lucca Mendonça,181.17,2026-06-07,True
B041241044483865,813.690.275-59,Agatha da Conceição,653.09,2026-06-07,False
B213610483316119,895.123.604-89,Stella Carvalho,783.19,2026-06-07,True
B715687146160739,710.635.294-25,Aurora Albuquerque,788.85,2026-06-07,False
B168146501590457,160.874.539-20,Cauê Gonçalves,45.65,2026-06-07,True
B172370590335042,190.824.567-02,Miguel da Cruz,606.92,2026-06-07,False
B992188478566919,610.279.385-40,Miguel Ramos,737.32,2026-06-07,False
B469453544845144,059.386.241-42,Arthur Gabriel Pastor,337.69,2026-06-07,True
B309125440904307,719.365.482-91,Davi Cunha,199.36,2026-06-07,False
B797454620733356,153.809.462-24,Carlos Eduardo Rezende,426.32,2026-06-07,False
B583276587872704,879.236.405-56,Renan Abreu,149.32,2026-06-07,False
B133554834658715,473.218.659-91,Ravi Ramos,956.98,2026-06-07,True
B045810368475015,725.406.138-53,Luan Montenegro,201.58,2026-06-07,False
B916001136620123,953.064.718-20,Arthur Miguel Câmara,315.08,2026-06-07,False
B244355866569304,743.528.016-07,Anthony Gabriel Rezende,878.43,2026-06-07,True
B978885211390682,529.634.781-19,André Guerra,77.69,2026-06-07,True
B812504654828199,785.962.134-73,Pedro Miguel Viana,920.95,2026-06-07,False
B260543469156288,615.924.387-09,Danilo Fogaça,698.68,2026-06-07,True
B377338113646789,492.576.183-82,Thales da Rosa,808.74,2026-06-07,False
B941845524613705,238.549.607-00,Heitor Montenegro,221.12,2026-06-07,False
B202973394386407,087.621.354-90,Sr. Henry Gabriel Cavalcante,403.85,2026-06-07,False
B024522323554758,026.984.715-49,Benjamim da Luz,753.49,2026-06-07,False
B330147137272825,417.280.593-05,Maria Sophia Dias,292.5,2026-06-07,True
B101741891342466,730.894.561-84,Raquel Nunes,464.05,2026-06-07,True
B002878169185530,364.905.781-66,Carlos Eduardo Montenegro,591.92,2026-06-07,False
B723579776520452,452.793.806-10,Daniel da Rosa,606.72,2026-06-07,True
B981487243423556,521.894.306-15,Srta. Ana Sá,567.21,2026-06-07,False
B570826190747051,864.102.379-87,Gabrielly Vargas,462.23,2026-06-07,True
B796063178173212,390.278.645-00,Thales das Neves,46.27,2026-06-07,False
B613416166467266,561.382.049-05,Letícia Siqueira,312.98,2026-06-07,False
B932529393767786,537.496.810-66,Otto Camargo,867.27,2026-06-07,False
B177335621946376,825.736.910-12,Pedro Carvalho,912.73,2026-06-07,False
B723637804778518,061.792.584-49,Anna Liz Guerra,119.47,2026-06-07,True
B059297762563195,824.961.305-89,Vinícius Nogueira,673.82,2026-06-07,True
B646244175614947,830.524.976-00,Evelyn Fernandes,303.49,2026-06-07,False
B059800919969704,138.654.072-26,Natália da Costa,612.52,2026-06-07,True
B853821425554056,683.759.410-93,Lucca Vargas,440.1,2026-06-07,False
B131834791965605,175.236.409-07,Luiz Felipe Vasconcelos,792.85,2026-06-07,False
B606819039136283,234.798.105-60,Maria Sophia Guerra,899.77,2026-06-07,False
B791115722221537,953.421.876-64,Sr. Rafael Guerra,366.95,2026-06-07,False
B115900170540414,569.714.208-02,Vitor Gabriel Oliveira,373.23,2026-06-07,False
B833101019898908,085.197.234-97,Asafe Garcia,145.28,2026-06-07,False
B526277899381385,316.590.824-98,Henrique Cassiano,621.83,2026-06-07,False
B702205497037622,419.065.382-98,Olivia Almeida,524.63,2026-06-07,False
B086435937723130,495.287.031-60,Dr. Breno Dias,724.46,2026-06-07,True
B524195880569028,789.241.350-23,Francisco Ribeiro,844.23,2026-06-07,False
B109582469661681,912.570.634-99,Dra. Ana Luiza Guerra,174.47,2026-06-07,False
B148760382321442,076.914.285-02,Pedro Almeida,823.06,2026-06-07,True
B409416527097070,348.609.527-74,Otto Monteiro,345.52,2026-06-07,False
B256141766393913,637.542.810-62,Dr. Lucas Gabriel Cunha,979.65,2026-06-07,True
B403231450436844,381.640.925-33,Caroline Leão,202.03,2026-06-07,False
B683484156120110,357.468.091-01,Augusto Rodrigues,536.82,2026-06-07,False
B104228584891669,086.359.724-65,Maria Vitória Gomes,563.57,2026-06-07,False
B011341660792065,162.570.398-86,Gael Henrique Pires,908.61,2026-06-07,True
B230794478060710,063.974.258-00,Bryan Pinto,384.32,2026-06-07,True
B217486439115165,470.685.239-00,Carolina Nogueira,707.8,2026-06-07,True
B539504227015047,231.480.567-44,Anna Liz Sampaio,181.72,2026-06-07,False
B789256885063888,293.156.804-05,Asafe Martins,529.24,2026-06-07,False
B943425298348307,965.302.174-52,Lucas Ramos,947.41,2026-06-07,False
B474569833279505,032.891.457-60,Mariana Porto,267.46,2026-06-07,True
B868541105195383,547.213.890-60,Olívia Souza,349.35,2026-06-07,False
B380692498319561,309.476.125-99,Yuri Garcia,532.9,2026-06-07,False
B793289522454056,186.520.734-90,Enzo das Neves,19.89,2026-06-07,False
B977521505067698,697.312.804-13,Juan Pires,687.16,2026-06-07,False
B660692047401677,371.894.602-50,Vitor Hugo Novaes,577.81,2026-06-07,False
B754868141595886,453.871.209-41,Leandro Pimenta,792.48,2026-06-07,True
B903575388072092,039.821.746-78,Melina Ferreira,526.17,2026-06-07,False
B555225833882338,395.160.427-16,Diogo Moreira,307.65,2026-06-07,False
B561813056380795,250.768.139-02,Vitor Hugo Dias,688.78,2026-06-07,True
B283626585237136,408.371.652-53,Cauã Ribeiro,852.96,2026-06-07,True
B725477798628110,091.376.854-57,Marcos Vinicius Pinto,998.92,2026-06-07,False
B503746356792969,467.953.218-19,Esther Pimenta,856.42,2026-06-07,True
B916807364965112,425.963.108-05,Nathan Abreu,688.16,2026-06-07,True
B081386452014973,652.018.394-60,Manuela Ferreira,323.48,2026-06-07,False
B898492681971656,097.325.814-41,Eloá Fonseca,352.97,2026-06-07,False
B100431999906434,612.497.380-40,Gabriela Dias,127.74,2026-06-07,False
B159082743907070,354.271.960-99,Benício Siqueira,304.51,2026-06-07,True
B709473998872583,426.179.835-28,Arthur Miguel Nunes,758.47,2026-06-07,False
B791836434632945,926.481.573-28,Yuri Dias,253.87,2026-06-07,True
B069730537202119,760.491.328-87,Sr. Otto Silveira,372.07,2026-06-07,True
B760765032179593,284.390.516-89,Isaac Freitas,338.19,2026-06-07,True
B853477663611646,019.345.872-14,Elisa Santos,383.31,2026-06-07,True
B813401248269559,648.031.752-17,Anthony Gabriel Fonseca,713.87,2026-06-07,False
B864770470761752,034.875.916-93,Asafe da Mota,508.47,2026-06-07,True
B749276636968492,614.853.702-80,Rodrigo Campos,911.91,2026-06-07,False
B395016904077080,091.853.627-86,Dr. Oliver Sá,942.24,2026-06-07,False
B310215522722596,349.517.682-91,João Lucas Lopes,886.07,2026-06-07,True
B167479897477470,046.539.712-34,Maria Fernanda Câmara,414.63,2026-06-07,True
B355911271784221,735.180.946-10,Yuri Novais,756.07,2026-06-07,True
B456876645956571,157.629.408-02,Mathias Cunha,311.74,2026-06-07,False
B058375334826256,581.940.726-11,Isadora Sales,563.82,2026-06-07,False
B880843589372652,076.134.825-53,Marina Camargo,546.97,2026-06-07,True
B224502310737938,102.397.458-41,Thomas Fogaça,275.4,2026-06-07,False
B798483304351016,071.429.568-01,Maria Eduarda Araújo,729.72,2026-06-07,False
B709799052473165,156.824.739-73,Isabela Gomes,683.89,2026-06-07,False
B708967173597008,487.130.659-39,Anthony Gabriel Sá,88.91,2026-06-07,True
B786253993093367,512.806.974-58,Noah Moreira,298.37,2026-06-07,True
B263275740586789,143.279.568-64,Davi Lucas Ramos,848.68,2026-06-07,False
B573952197600846,364.195.207-70,Marcos Vinicius Teixeira,715.46,2026-06-07,True
B163078189569164,976.012.534-06,Diogo Fogaça,914.32,2026-06-07,True
B254102173028723,524.890.361-06,Ana Carolina da Paz,150.89,2026-06-07,False
B750707974058769,357.210.896-95,Dra. Maria Alice Silva,193.79,2026-06-07,False
B071002299752385,031.746.952-52,Lorenzo da Rocha,416.79,2026-06-07,True
B421844747737580,190.842.365-05,Stella Pastor,341.25,2026-06-07,True
B374707221707413,301.786.249-69,Maria Helena da Cunha,568.61,2026-06-07,False
B614894962466102,098.725.461-85,Natália Camargo,331.81,2026-06-07,True
B977483086788886,726.109.435-80,Ian Cavalcante,45.08,2026-06-07,False
B848193238291478,537.619.402-70,Sr. Ravy Pereira,818.17,2026-06-07,False
B151205142373069,086.537.192-02,Ana Clara Almeida,223.56,2026-06-07,False
B227849602416595,159.248.076-49,Lívia Rezende,155.83,2026-06-07,True
B433439379619449,120.974.583-60,Maria Sophia Araújo,353.79,2026-06-07,False
B697131777313507,479.682.310-78,Júlia Nascimento,57.38,2026-06-07,True
B707740897090302,281.460.795-20,Henrique Duarte,739.1,2026-06-07,False
B103718608198078,247.961.805-67,Emilly Aragão,168.95,2026-06-07,True
B731621069269547,492.135.678-55,Luiz Felipe Siqueira,655.89,2026-06-07,False
B659236041209526,627.580.934-56,Dr. Dante Machado,281.18,2026-06-07,True
B721542410667792,092.647.381-69,João Felipe Correia,686.26,2026-06-07,True
B789827986102062,570.418.932-60,Ana Julia Dias,856.45,2026-06-07,True
B601421600583234,972.465.081-20,Emilly Duarte,300.26,2026-06-07,True
B967541315153711,267.398.410-04,Nathan Borges,118.07,2026-06-07,True
B683652650618033,962.813.705-03,Pedro Pimenta,481.16,2026-06-07,False
B331231400896270,380.574.261-44,Julia Peixoto,750.6,2026-06-07,False
B165247535689176,462.780.593-47,Caroline Fonseca,11.97,2026-06-07,True
B875296595240157,391.287.406-96,Benício Albuquerque,660.04,2026-06-07,False
B122299405563128,834.260.159-51,Bento da Cruz,281.47,2026-06-07,False
B023564605470712,276.904.183-50,Henry Guerra,840.32,2026-06-07,True
B100068326505159,640.719.528-49,Olívia Viana,935.3,2026-06-07,False
B498436499956153,384.720.915-97,Natália Silveira,562.52,2026-06-07,False
B853513260030378,367.245.819-82,Raquel Borges,348.91,2026-06-07,False
B280911880445264,749.026.135-06,Mathias Novais,842.2,2026-06-07,True
B316438877264721,349.681.052-15,Sr. Augusto Macedo,72.77,2026-06-07,True
B003647115410564,341.280.596-33,Hellena Nunes,135.34,2026-06-07,False
B724076359075429,630.487.592-47,Natália da Luz,100.47,2026-06-07,False
B743167478052214,620.539.187-21,Dr. Gustavo Borges,55.48,2026-06-07,False
B943068243096585,831.479.025-79,Emanuella Freitas,335.87,2026-06-07,False
B208827100100035,981.427.053-97,Dra. Gabriela Leão,526.08,2026-06-07,True
B516560607094665,823.196.704-40,Ravi Silva,869.92,2026-06-07,False
B998744886369577,295.143.687-46,Heloísa Vargas,308.66,2026-06-07,False
B048073596858216,609.843.215-51,Danilo da Rosa,697.24,2026-06-07,False
B626861249540732,264.053.918-33,Cauê Rocha,318.37,2026-06-07,True
B000653004256505,372.186.495-64,Maya Almeida,699.45,2026-06-07,True
B275798516546911,064.572.183-26,Sarah da Rosa,257.6,2026-06-07,True
B984152295346064,708.346.925-38,Isabel Pinto,702.45,2026-06-07,False
B672635760884064,985.074.163-57,Stella Souza,216.17,2026-06-07,False
B096328512512044,174.980.265-11,Maria Fernanda Pereira,310.69,2026-06-07,True
B915944511597398,095.831.724-05,Milena Moraes,488.11,2026-06-07,True
B764690908970569,435.981.260-42,Bernardo Cavalcante,364.1,2026-06-07,True
B587443673726000,876.501.493-66,Caleb Fernandes,43.94,2026-06-07,True
B134400874094127,029.631.574-52,João Miguel da Conceição,899.3,2026-06-07,False
B140563466696061,184.206.975-67,Srta. Milena Sousa,291.08,2026-06-07,False
B373122475135109,546.029.781-85,Rafaela Silva,572.08,2026-06-07,False
B355285361333988,152.837.940-32,Carlos Eduardo Moura,774.0,2026-06-07,False
B219546581368316,817.620.495-11,Sra. Maria Helena Rodrigues,851.67,2026-06-07,False
B510995227431268,351.826.074-07,Matteo Pires,173.57,2026-06-07,True
B622192363677799,798.041.265-67,Francisco Pinto,530.39,2026-06-07,True
B335443510939358,504.823.619-05,Dra. Giovanna Aparecida,704.19,2026-06-07,False
B187397050104028,794.306.185-39,Yan da Rosa,459.42,2026-06-07,False
B302188783705568,384.197.205-50,Dr. Thomas da Mata,702.79,2026-06-07,True
B487218064195666,310.527.864-80,Yago Ferreira,229.36,2026-06-07,False
B094098351136166,795.048.162-58,Levi Castro,980.79,2026-06-07,True
B192736104144300,872.961.504-67,Theodoro Duarte,251.24,2026-06-07,False
B183965394870789,571.420.386-08,Mariana Araújo,466.55,2026-06-07,False
B461901414299570,763.841.590-66,Thiago Mendonça,428.33,2026-06-07,False
B682726729043044,790.283.641-96,Pietra Pastor,564.02,2026-06-07,True
B177351715603223,417.802.593-79,Erick Caldeira,122.08,2026-06-07,True
